datetime,close
03/01/2006 00:00,24.795883
04/01/2006 00:00,24.652773
05/01/2006 00:00,24.727432
06/01/2006 00:00,24.901649
09/01/2006 00:00,25.306101
10/01/2006 00:00,25.343449
11/01/2006 00:00,25.32478
12/01/2006 00:00,24.858101
13/01/2006 00:00,24.839436
17/01/2006 00:00,24.708754
18/01/2006 00:00,24.441202
19/01/2006 00:00,24.304317
20/01/2006 00:00,23.675865
23/01/2006 00:00,23.812746
24/01/2006 00:00,23.7132
25/01/2006 00:00,23.943428
26/01/2006 00:00,24.634108
27/01/2006 00:00,24.733662
30/01/2006 00:00,24.795876
31/01/2006 00:00,24.733662
01/02/2006 00:00,24.814552
02/02/2006 00:00,24.882998
03/02/2006 00:00,24.596758
06/02/2006 00:00,24.540762
07/02/2006 00:00,24.428766
08/02/2006 00:00,24.640318
09/02/2006 00:00,24.746098
10/02/2006 00:00,24.839436
13/02/2006 00:00,24.746098
14/02/2006 00:00,24.951435
15/02/2006 00:00,25.088326
16/02/2006 00:00,25.399443
17/02/2006 00:00,25.374552
21/02/2006 00:00,25.32478
22/02/2006 00:00,25.766554
23/02/2006 00:00,25.579887
24/02/2006 00:00,25.922117
27/02/2006 00:00,25.872347
28/02/2006 00:00,25.598557
01/03/2006 00:00,25.903456
02/03/2006 00:00,25.922117
03/03/2006 00:00,25.878563
06/03/2006 00:00,25.779001
07/03/2006 00:00,25.810118
08/03/2006 00:00,25.884781
09/03/2006 00:00,25.542566
10/03/2006 00:00,25.592335
13/03/2006 00:00,25.548784
14/03/2006 00:00,25.7479
15/03/2006 00:00,25.64834
16/03/2006 00:00,25.710562
17/03/2006 00:00,25.760338
20/03/2006 00:00,25.791445
21/03/2006 00:00,25.635893
22/03/2006 00:00,26.164789
23/03/2006 00:00,26.158571
24/03/2006 00:00,26.195898
27/03/2006 00:00,26.202135
28/03/2006 00:00,25.859896
29/03/2006 00:00,25.934553
30/03/2006 00:00,25.841232
31/03/2006 00:00,25.909678
03/04/2006 00:00,26.09012
04/04/2006 00:00,26.516703
05/04/2006 00:00,26.686068
06/04/2006 00:00,26.529242
07/04/2006 00:00,26.159122
10/04/2006 00:00,26.272047
11/04/2006 00:00,26.102678
12/04/2006 00:00,26.28458
13/04/2006 00:00,26.466509
17/04/2006 00:00,26.347315
18/04/2006 00:00,26.723715
19/04/2006 00:00,26.736254
20/04/2006 00:00,26.723715
21/04/2006 00:00,26.660984
24/04/2006 00:00,26.773891
25/04/2006 00:00,26.485319
26/04/2006 00:00,26.761351
27/04/2006 00:00,27.570597
28/04/2006 00:00,28.467648
01/05/2006 00:00,28.091278
02/05/2006 00:00,28.542933
03/05/2006 00:00,28.517836
04/05/2006 00:00,28.662121
05/05/2006 00:00,29.264339
08/05/2006 00:00,28.919331
09/05/2006 00:00,28.869125
10/05/2006 00:00,28.806398
11/05/2006 00:00,28.323372
12/05/2006 00:00,27.802692
15/05/2006 00:00,27.940695
16/05/2006 00:00,27.802692
17/05/2006 00:00,27.131466
18/05/2006 00:00,26.811537
19/05/2006 00:00,26.817801
22/05/2006 00:00,26.748795
23/05/2006 00:00,26.453964
24/05/2006 00:00,26.44142
25/05/2006 00:00,26.880543
26/05/2006 00:00,27.118914
30/05/2006 00:00,26.623331
31/05/2006 00:00,26.748795
01/06/2006 00:00,27.338484
02/06/2006 00:00,27.482756
05/06/2006 00:00,26.955811
06/06/2006 00:00,26.585693
07/06/2006 00:00,26.504152
08/06/2006 00:00,26.566883
09/06/2006 00:00,26.410044
12/06/2006 00:00,26.096388
13/06/2006 00:00,25.425158
14/06/2006 00:00,25.073856
15/06/2006 00:00,25.469078
16/06/2006 00:00,25.193066
19/06/2006 00:00,25.061323
20/06/2006 00:00,25.400078
21/06/2006 00:00,25.851736
22/06/2006 00:00,25.763922
23/06/2006 00:00,25.638451
26/06/2006 00:00,26.033665
27/06/2006 00:00,25.619629
28/06/2006 00:00,25.88937
29/06/2006 00:00,26.773891
30/06/2006 00:00,26.347315
03/07/2006 00:00,27.11257
05/07/2006 00:00,26.82165
06/07/2006 00:00,26.846952
07/07/2006 00:00,26.82165
10/07/2006 00:00,26.929159
11/07/2006 00:00,27.11257
12/07/2006 00:00,26.72047
13/07/2006 00:00,26.176561
14/07/2006 00:00,25.860334
17/07/2006 00:00,25.759151
18/07/2006 00:00,25.746504
19/07/2006 00:00,27.226402
20/07/2006 00:00,27.182144
21/07/2006 00:00,27.289637
24/07/2006 00:00,27.953709
25/07/2006 00:00,28.225657
26/07/2006 00:00,28.238295
27/07/2006 00:00,28.269928
28/07/2006 00:00,28.763229
31/07/2006 00:00,28.85177
01/08/2006 00:00,28.7822
02/08/2006 00:00,28.76955
03/08/2006 00:00,28.877064
04/08/2006 00:00,28.535555
07/08/2006 00:00,28.630417
08/08/2006 00:00,28.453339
09/08/2006 00:00,28.048576
10/08/2006 00:00,27.85885
11/08/2006 00:00,27.782949
14/08/2006 00:00,27.757654
15/08/2006 00:00,28.484953
16/08/2006 00:00,28.75691
17/08/2006 00:00,28.750582
18/08/2006 00:00,28.908678
21/08/2006 00:00,28.750582
22/08/2006 00:00,28.681007
23/08/2006 00:00,28.788513
24/08/2006 00:00,28.889715
25/08/2006 00:00,28.788513
28/08/2006 00:00,29.104752
29/08/2006 00:00,29.073126
30/08/2006 00:00,28.921331
31/08/2006 00:00,28.877064
01/09/2006 00:00,28.921331
05/09/2006 00:00,28.965601
06/09/2006 00:00,29.016211
07/09/2006 00:00,28.586145
08/09/2006 00:00,28.624086
11/09/2006 00:00,28.706314
12/09/2006 00:00,29.098406
13/09/2006 00:00,29.345074
14/09/2006 00:00,29.408312
15/09/2006 00:00,29.692915
18/09/2006 00:00,29.458897
19/09/2006 00:00,29.598053
20/09/2006 00:00,29.863661
21/09/2006 00:00,29.604361
22/09/2006 00:00,29.610678
25/09/2006 00:00,29.667606
26/09/2006 00:00,29.661283
27/09/2006 00:00,29.623346
28/09/2006 00:00,29.819403
29/09/2006 00:00,29.699236
02/10/2006 00:00,29.642313
03/10/2006 00:00,30.198868
04/10/2006 00:00,30.249823
05/10/2006 00:00,30.198868
06/10/2006 00:00,29.848526
09/10/2006 00:00,30.007772
10/10/2006 00:00,30.275303
11/10/2006 00:00,30.34535
12/10/2006 00:00,30.74028
13/10/2006 00:00,30.67659
16/10/2006 00:00,30.402693
17/10/2006 00:00,30.568312
18/10/2006 00:00,30.071468
19/10/2006 00:00,29.854895
20/10/2006 00:00,30.014135
23/10/2006 00:00,30.186131
24/10/2006 00:00,30.026876
25/10/2006 00:00,30.109695
26/10/2006 00:00,30.428158
27/10/2006 00:00,30.122419
30/10/2006 00:00,30.224346
31/10/2006 00:00,30.217972
01/11/2006 00:00,29.893118
02/11/2006 00:00,29.874006
03/11/2006 00:00,29.86764
06/11/2006 00:00,30.351734
07/11/2006 00:00,30.249823
08/11/2006 00:00,30.34535
09/11/2006 00:00,30.090576
10/11/2006 00:00,30.326254
13/11/2006 00:00,30.358114
14/11/2006 00:00,30.415442
15/11/2006 00:00,30.224346
16/11/2006 00:00,30.479124
17/11/2006 00:00,30.358114
20/11/2006 00:00,30.510981
21/11/2006 00:00,30.415442
22/11/2006 00:00,30.313509
24/11/2006 00:00,30.109695
27/11/2006 00:00,29.702023
28/11/2006 00:00,29.428122
29/11/2006 00:00,29.727488
30/11/2006 00:00,29.479069
01/12/2006 00:00,29.307087
04/12/2006 00:00,29.835787
05/12/2006 00:00,30.065107
06/12/2006 00:00,29.829411
07/12/2006 00:00,29.702023
08/12/2006 00:00,29.784822
11/12/2006 00:00,30.288021
12/12/2006 00:00,30.338995
13/12/2006 00:00,30.319878
14/12/2006 00:00,30.542833
15/12/2006 00:00,30.765772
18/12/2006 00:00,30.721169
19/12/2006 00:00,30.74666
20/12/2006 00:00,30.714806
21/12/2006 00:00,30.988699
22/12/2006 00:00,30.504602
26/12/2006 00:00,30.772139
27/12/2006 00:00,31.179806
28/12/2006 00:00,31.160696
29/12/2006 00:00,30.765772
03/01/2007 00:00,30.836342
04/01/2007 00:00,30.913305
05/01/2007 00:00,30.656708
08/01/2007 00:00,30.759361
09/01/2007 00:00,30.631062
10/01/2007 00:00,30.85556
11/01/2007 00:00,30.99029
12/01/2007 00:00,30.785007
16/01/2007 00:00,31.041609
17/01/2007 00:00,31.067276
18/01/2007 00:00,30.887655
19/01/2007 00:00,31.278967
22/01/2007 00:00,31.856293
23/01/2007 00:00,31.965361
24/01/2007 00:00,32.305332
25/01/2007 00:00,32.209114
26/01/2007 00:00,31.88195
29/01/2007 00:00,31.734415
30/01/2007 00:00,32.189854
31/01/2007 00:00,32.670986
01/02/2007 00:00,32.850601
02/02/2007 00:00,32.670986
05/02/2007 00:00,32.69022
06/02/2007 00:00,32.715885
07/02/2007 00:00,32.850601
08/02/2007 00:00,32.670986
09/02/2007 00:00,32.34383
12/02/2007 00:00,32.356644
13/02/2007 00:00,32.683819
14/02/2007 00:00,32.98531
15/02/2007 00:00,32.850601
16/02/2007 00:00,32.876255
20/02/2007 00:00,33.120026
21/02/2007 00:00,33.132847
22/02/2007 00:00,33.126438
23/02/2007 00:00,32.735115
26/02/2007 00:00,32.594006
27/02/2007 00:00,31.574038
28/02/2007 00:00,31.683086
01/03/2007 00:00,31.561209
02/03/2007 00:00,30.913305
05/03/2007 00:00,30.496355
06/03/2007 00:00,31.125004
07/03/2007 00:00,31.022369
08/03/2007 00:00,31.266123
09/03/2007 00:00,31.317453
12/03/2007 00:00,31.330276
13/03/2007 00:00,29.9575
14/03/2007 00:00,30.342375
15/03/2007 00:00,30.598984
16/03/2007 00:00,30.169189
19/03/2007 00:00,30.522011
20/03/2007 00:00,30.631062
21/03/2007 00:00,31.464994
22/03/2007 00:00,31.092926
23/03/2007 00:00,31.125004
26/03/2007 00:00,31.240458
27/03/2007 00:00,31.157074
28/03/2007 00:00,30.785007
29/03/2007 00:00,31.112173
30/03/2007 00:00,31.035194
02/04/2007 00:00,30.945375
03/04/2007 00:00,31.371771
04/04/2007 00:00,31.371771
05/04/2007 00:00,31.507427
09/04/2007 00:00,31.656025
10/04/2007 00:00,31.811087
11/04/2007 00:00,31.752934
12/04/2007 00:00,31.785227
13/04/2007 00:00,31.714167
16/04/2007 00:00,32.2827
17/04/2007 00:00,32.418358
18/04/2007 00:00,33.639381
19/04/2007 00:00,33.652287
20/04/2007 00:00,33.943001
23/04/2007 00:00,33.775028
